asset_class,gamma,skill,overconfidence,strategy,cagr,cagr_mean,volatility,sharpe,sharpe_p25,sharpe_p75,sortino,max_drawdown,final_multiple,effective_n,turnover,n,beat_risk_only,beat_market_hold,beat_risk_only_cagr,beat_market_hold_cagr
equities,2.5,0.0,1.0,views_stated_conf,0.11120203164890019,0.1190563034818715,0.23350312880728735,0.4368500653298489,0.2633541564402207,0.5075811515277282,0.7268087331970727,-0.312317008588614,1.5246239481476027,3.7601313954328304,0.4143523995352747,40,0.4,0.6,0.475,0.55
equities,2.5,0.0,2.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.375,0.7,0.65,0.6
equities,2.5,0.0,2.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.425,0.0
equities,2.5,0.0,2.0,risk_only,0.11740432428246439,0.12364178733994573,0.19984527993904155,0.47062474946745003,0.3207605017923386,0.6326784981375307,0.7842543017812129,-0.25486062613292704,1.558296578514101,5.30587539394206,0.014243237221098545,40,0.0,0.65,0.0,0.575
equities,2.5,0.0,2.0,views_calibrated_conf,0.11313465510681997,0.12094473334568105,0.21289414783854468,0.45576426552178295,0.30275631692615473,0.5446219411398857,0.7630476283400891,-0.28182473541225916,1.5346411945617526,4.7320838158895775,0.19068902986955838,40,0.325,0.65,0.35,0.6
equities,2.5,0.0,2.0,views_full_conf,0.11838198874896089,0.12162059358465341,0.2450826476480676,0.4235742940695136,0.2079365737013044,0.5629468026533679,0.6932510385030328,-0.3278992356205671,1.5637893841155974,3.269614387383589,0.47372031590785435,40,0.4,0.6,0.425,0.55
equities,2.5,0.0,2.0,views_stated_conf,0.1265771210856853,0.12194692646082717,0.24082728438709816,0.44934653446603645,0.2700275586263273,0.5229075349491343,0.7342698830279144,-0.32168023033792353,1.6100465871863272,3.4444016353352818,0.45883928027541065,40,0.4,0.625,0.425,0.575
equities,2.5,0.2,1.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.375,0.7,0.65,0.6
equities,2.5,0.2,1.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.425,0.0
equities,2.5,0.2,1.0,risk_only,0.11740432428246439,0.12364178733994573,0.19984527993904155,0.47062474946745003,0.3207605017923386,0.6326784981375307,0.7842543017812129,-0.25486062613292704,1.558296578514101,5.30587539394206,0.014243237221098545,40,0.0,0.65,0.0,0.575
equities,2.5,0.2,1.0,views_calibrated_conf,0.1288157677144831,0.13913377917888534,0.218228035429691,0.5076583829539789,0.3899320035061888,0.6069325775354258,0.8786315483279725,-0.2875653926223024,1.6228700804044929,4.221669112982984,0.32236306976766516,40,0.65,0.675,0.725,0.65
equities,2.5,0.2,1.0,views_full_conf,0.13426657237824735,0.14506433565001184,0.2435471858689302,0.4697999963990579,0.3502102272570096,0.6262707524003298,0.782508471490614,-0.3092583069309578,1.6544110463047996,3.2881076130087736,0.4734515413168432,40,0.575,0.7,0.625,0.6
equities,2.5,0.2,1.0,views_stated_conf,0.13940098036700355,0.14458894142818593,0.23671941014451675,0.5095625440722631,0.37147277028031944,0.61579622255025,0.8461032298059801,-0.30060687569402705,1.6845807732821445,3.6705231776514085,0.4280284746431409,40,0.6,0.725,0.7,0.6
equities,2.5,0.2,2.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.375,0.7,0.65,0.6
equities,2.5,0.2,2.0,market_hold,0.12306716854170785,0.1049495198569231,0.3366874814448674,0.42907420899583437,0.22398392939148923,0.5363240853411446,0.7176054294318316,-0.4283798073581172,1.5901201847861306,1.0,0.0,40,0.35,0.0,0.425,0.0
equities,2.5,0.2,2.0,risk_only,0.11740432428246439,0.12364178733994573,0.19984527993904155,0.47062474946745003,0.3207605017923386,0.6326784981375307,0.7842543017812129,-0.25486062613292704,1.558296578514101,5.30587539394206,0.014243237221098545,40,0.0,0.65,0.0,0.575
equities,2.5,0.2,2.0,views_calibrated_conf,0.1288157677144831,0.13913377917888534,0.218228035429691,0.5076583829539789,0.3899320035061888,0.6069325775354258,0.8786315483279725,-0.2875653926223024,1.6228700804044929,4.221669112982984,0.32236306976766516,40,0.65,0.675,0.725,0.65
equities,2.5,0.2,2.0,views_full_conf,0.13426657237824735,0.14506433565001184,0.2435471858689302,0.4697999963990579,0.3502102272570096,0.6262707524003298,0.782508471490614,-0.3092583069309578,1.6544110463047996,3.2881076130087736,0.4734515413168432,40,0.575,0.7,0.625,0.6
equities,2.5,0.2,2.0,views_stated_conf,0.13429435900766407,0.14473153527852423,0.24223997796041608,0.4784087025658458,0.35176774208254125,0.6138219021553143,0.7880564792588969,-0.31044599207509116,1.6545809776700802,3.377105739319773,0.46302189772051083,40,0.6,0.7,0.625,0.6
equities,2.5,0.4,1.0,equal_weight,0.12341059365887486,0.12675011450781187,0.2256558477961915,0.46851391738540443,0.3248717034062219,0.642302409312645,0.784591379980037,-0.2855686051005571,1.5920383947690195,5.999999999999999,0.0,40,0.375,0.7,0.65,0.6
